"sub","name","size"
"Office of Government-wide Policy","NATIONAL ACADEMY OF SCIENCES",700000
"Office of Government-wide Policy","SMITH TRAVEL RESEARCH INC",652250
"Office of Government-wide Policy","NPI INC",611582
"Office of Government-wide Policy","FORS MARSH GROUP LLC",491273.77
"Office of Government-wide Policy","ACCLARO RESEARCH SOLUTIONS INC",437307.81
"Office of Government-wide Policy","MARCOM GROUP INC",398934.84
"Office of Government-wide Policy","A P VENTURES LLC",392925
"Office of Health Affairs","SIGNATURE SCIENCE LLC",510574.28
"Office of Health Affairs","TEXAS A&M AGRILIFE RESEARCH",453918.23
"Office of Health Affairs","ECOHEALTH ALLIANCE INC",406901.88
"Office of Health Affairs","KANSAS STATE UNIVERSITY",400000
"Office of Health Affairs","UNIVERSITY OF CALIFORNIA SAN DIEGO",346875
"Office of Health Affairs","AMERICAN COLLEGE OF MEDICAL TOXICOLOGY INC",239927.32
"Office of Health Affairs","NOBLE SALES CO INC",223309.42
"Office of Health Affairs","REGENTS OF THE UNIVERSITY OF MINNESOTA",198615.54
"Office of Health Affairs","CSRA LLC",183754.97
"Office of Health Affairs","ALEXANDER & TOM INC",168039.98
"Office of Homeland Security and Emergency Coordination","LS3 INC",636000
"Office of Homeland Security and Emergency Coordination","EXCALIBUR ASSOCIATES INC",350659.51
"Office of Homeland Security and Emergency Coordination","HEARTLAND ENERGY PARTNERS LLC",118034.99
"Office of Homeland Security and Emergency Coordination","COMMUNICATIONS RESOURCE INCORPORATED",76400
"Office of Homeland Security and Emergency Coordination","PRAIRIE QUEST INC",73592.4
"Office of Homeland Security and Emergency Coordination","ESI ACQUISITION INC",35502.91
"Office of Homeland Security and Emergency Coordination","NATIONAL CORPORATE HOUSING INC",15000
"Office of Homeland Security and Emergency Coordination","GOVERNMENT ACQUISITIONS INC",14525.6
"Office of Homeland Security and Emergency Coordination","TEKNION LLC",7324
"Office of Homeland Security and Emergency Coordination","TBS FACILITY SERVICES GROUP LLC",5810.12
"Office of Human Resource Management","GDC INTEGRATION INC",576875
"Office of Human Resource Management","ACCENTURE FEDERAL SERVICES LLC",114675.85
"Office of Human Resource Management","ACENDRE INC",30590.12
"Office of Human Resource Management","YOUR RECRUITING COMPANY INC",28608.84
"Office of Human Resource Management","LRP PUBLICATIONS INC",14191
"Office of Human Resource Management","REDHAWK IT SOLUTIONS LLC",1364.48
"Office of Human Resource Management","INDIANA FURNITURE INDUSTRIES INC",-10.39
"Office of Human Resource Management","AGGERWHIL SERYKAH",-21594.67
"Office of Human Resource Management","INNOVATIVE MANAGEMENT STRATEGISTS LLC",-176875
"Office of Human Resources Management","COMMUNICATION INSTITUTE INTERNATIONAL INC",566651.52
"Office of Human Resources Management","MANAGEMENT CONCEPTS INC",496286
"Office of Human Resources Management","RIVIDIUM INC",270720
"Office of Human Resources Management","CAREERSTONE GROUP LLC",162386.11
"Office of Human Resources Management","LRP PUBLICATIONS INC",81298
"Office of Human Resources Management","WAGEWORKS INC",74704.8
"Office of Human Resources Management","ELEVATE USA INC",60093
"Office of Human Resources Management","NPI INC",42402.6
"Office of Human Resources Management","CARAHSOFT TECHNOLOGY CORP",40151.13
"Office of Human Resources Management","PLANNING INC",35588
"Office of Information and Public Affairs","CARAHSOFT TECHNOLOGY CORP",691093.79
"Office of Information and Public Affairs","GRAFIK INDUSTRIES LTD",675320
"Office of Information and Public Affairs","ALAMO CITY ENGINEERING SERVICES INC",631322.5
"Office of Information and Public Affairs","CORESPHERE LLC",205996.8
"Office of Information and Public Affairs","PILOT IMAGING INC",74843.26
"Office of Information and Public Affairs","B & H FOTO & ELECTRONICS CORP",43851.19
"Office of Information and Public Affairs","CAPITOL NEWS COMPANY LLC",32340
"Office of Information and Public Affairs","AT&T MOBILITY LLC",29621.72
"Office of Information and Public Affairs","SWITCH ENTERPRISES LLC THE",28800
"Office of Information and Public Affairs","MOI INC",28552.99
"Office of Inspector General","NEXTSTEP TECHNOLOGY INC",849692.1
"Office of Inspector General","DATAWIZ CORPORATION",732602.8
"Office of Inspector General","GKA PC",475780
"Office of Inspector General","INCENTIVE TECHNOLOGY GROUP LLC",432650.68
"Office of Inspector General","DIGITAL INTELLIGENCE SYSTEMS LLC",388487.76
"Office of Inspector General","AGI MISSION SUPPORT SERVICES INC",358553.6
"Office of Inspector General","SIDEM LLC",305763.78
"Office of Inspector General","NEW TECH SOLUTIONS INC",285557.11
"Office of Inspector General","IMMERSIVE CONCEPTS LLC",279764.98
"Office of Inspector General","RMA ASSOCIATES LLC",271833.12
"Office of Intelligence and Analysis","ALUTIIQ ADVANCED SECURITY SOLUTIONS LLC",852477.59
"Office of Intelligence and Analysis","PERSPECTA ENTERPRISE SOLUTIONS LLC",776974.24
"Office of Intelligence and Analysis","CCCS INTERNATIONAL LLC",725588
"Office of Intelligence and Analysis","GREENZONE SOLUTIONS INC",675808
"Office of Intelligence and Analysis","ISS ACTION INC",597385.52
"Office of Intelligence and Analysis","NOVACOAST FEDERAL",393356.02
"Office of Intelligence and Analysis","CACI NSS INC",247613.16
"Office of Intelligence and Analysis","CSRA LLC",213365.98
"Office of Intelligence and Analysis","ESCGOV INC",178971.61
"Office of Intelligence and Analysis","NEW CENTURY IMAGING INC",178367.62
"Office of Intergovernmental and External Affairs","STATESIDE PROCUREMENT SERVICES INC",327028.15
"Office of Intergovernmental and External Affairs","BIOMERIEUX  INC",95857
"Office of Intergovernmental and External Affairs","MOULIN SUR MER SA",89496
"Office of Intergovernmental and External Affairs","BECTON DICKINSON BUITVEN",58800
"Office of Intergovernmental and External Affairs","FISHER SCIENTIFIC COMPANY LLC",52849.03
"Office of Intergovernmental and External Affairs","VIZOCOM ICT LLC",42957.86
"Office of Intergovernmental and External Affairs","OKAY OTO PARTS SA",35605.88
"Office of Intergovernmental and External Affairs","IPTEC LTD",26800
"Office of Intergovernmental and External Affairs","MOULDERS LTD",22842
"Office of Intergovernmental and External Affairs","PACKING SERVICES INTERNATIONAL S A",22433.63
"Office of Job Corps","RB CONSTRUCTION COMPANY",976656.82
"Office of Job Corps","JE SYSTEMS INC",839256
"Office of Job Corps","KIZANO CORP",790050.4
"Office of Job Corps","BIG RED FIRE PROTECTION LLC",751861
"Office of Job Corps","VISIONARY CONSTRUCTION INC",726760.71
"Office of Job Corps","INSPECTION EXPERTS INC",633818.73
"Office of Job Corps","KOFI CONSULTING SERVICES INC",622178.03
"Office of Job Corps","TRANSCOR INC",620000
"Office of Job Corps","ANTHONY AND GORDON CONSTRUCTION COMPANY INC",595474
"Office of Job Corps","HGS ENGINEERING INC",585859.1
"Office of Justice Programs","DEVELOPMENT SERVICES GROUP INC",920472
"Office of Justice Programs","NAVAR INC",908238.03
"Office of Justice Programs","PRESIDIO NETWORKED SOLUTIONS LLC",758648.32
"Office of Justice Programs","DISTRIBUTED SOLUTIONS INC",722463.8
"Office of Justice Programs","SPECPRO MANAGEMENT SERVICES LLC",617683.2
"Office of Justice Programs","SMARTRONIX INC",587835.58
"Office of Justice Programs","ORIORDAN BETHEL LAW FIRM LLP THE",577326
"Office of Justice Programs","SAXMAN ONE LLC",539347.05
"Office of Justice Programs","STERLING COMPUTERS CORPORATION",521129.85
"Office of Justice Programs","HMS TECHNOLOGIES INC",428750.35
"Office of Labor-Management Standards","SYSTEMS INTEGRATION & DEVELOPMENT INC",528888.46
"Office of Labor-Management Standards","AITHERAS LLC",421122.88
"Office of Labor-Management Standards","LIONA ENTERPRISES INC",161028.16
"Office of Labor-Management Standards","APEX BUSINESS SOLUTIONS LLC",158635.46
"Office of Labor-Management Standards","ELBA OPERATING CORP",13320
"Office of Labor-Management Standards","OMNI BUSINESS SYSTEMS-FAX PLUS INC",12095.39
"Office of Labor-Management Standards","CELLCO PARTNERSHIP",11671.63
"Office of Labor-Management Standards","KONICA MINOLTA BUSINESS SOLUTIONS USA INC",11553.36
"Office of Labor-Management Standards","KYOCERA DOCUMENT SOLUTIONS AMERICA INC",9506.42
"Office of Labor-Management Standards","XEROX CORPORATION",6705.17
"Office of Medicare Hearings and Appeals","M ARTHUR GENSLER JR & ASSOCIATES INC",164578.63
"Office of Medicare Hearings and Appeals","PATTON CONSTRUCTION INC",79123.03
"Office of Mission Assurance","PARKER TIDE CORP",424492.8
"Office of Mission Assurance","MICROPACT FEDERAL LLC",36698.11
"Office of Mission Assurance","PEGASUS RADIO CORP",26530.2
"Office of Mission Assurance","EVERBRIDGE INC",19841.48
"Office of Mission Assurance","K & A INDUSTRIES INC",17234
"Office of Mission Assurance","KPAUL PROPERTIES LLC",4188
"Office of Mission Assurance","CORPORATE LODGING CONSULTANTS INC",2000
"Office of Mission Assurance","BUSINESS DEVELOPMENT ASSOCIATES LLC",-10094.4
"Office of Mission Assurance","PERSPECTA ENTERPRISE SOLUTIONS LLC",-36395.83
"Office of Operations","1901 GROUP LLC",976169.76
"Office of Operations","MCKENZIE CONSTRUCTION & SITE DEVELOPMENT LLC",824489.82
"Office of Operations","STARS II PARTNERSHIP JOINT VENTURE LLC",710337.15
"Office of Operations","PENNOYER CONSTRUCTION LLC",683735.07
"Office of Operations","OBVERSE INC",680041.2
"Office of Operations","ORIORDAN BETHEL LAW FIRM LLP THE",658954.25
"Office of Operations","DCM ARCHITECTURE & ENGINEERING LLC",600000
"Office of Operations","ISLAND CONTRACTING INC",526167.87
"Office of Operations","INSIGNIA FEDERAL GROUP LLC",520675.01
"Office of Operations","SERVICE SOURCE INC",481158
"Office of Personnel Management","VAE INC",983356.18
"Office of Personnel Management","THE MITRE CORPORATION",970627
"Office of Personnel Management","SUCCESS BUSINESS INCORPORATED",933500
"Office of Personnel Management","MARSHALL COMMUNICATIONS CORP",903169.9
"Office of Personnel Management","ATLAS RESEARCH LLC",869804.26
"Office of Personnel Management","CELLCO PARTNERSHIP",782990.84
"Office of Personnel Management","CARTRIDGE TECHNOLOGIES INC",780585.07
"Office of Personnel Management","ANALYTICA LLC",768257.7
"Office of Personnel Management","TANTUS TECHNOLOGIES INC",765628.32
"Office of Personnel Management","CORPORATE MAILING SERVICES INC",758617.5
"Office of Procurement and Property Management","CONTRACT SOLUTIONS INC",683298.44
"Office of Procurement and Property Management","WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS INC",670220
"Office of Procurement and Property Management","APPLIED MANAGEMENT ASSOCIATES INC",618009
"Office of Procurement and Property Management","SECURICON LLC",471367.68
"Office of Procurement and Property Management","BUCHANAN & EDWARDS INC",466412.8
"Office of Procurement and Property Management","PANUM TELECOM LLC",390404.24
"Office of Procurement and Property Management","SENET INTERNATIONAL CORPORATION",236769.25
"Office of Procurement and Property Management","SAFETY EQUIPMENT INSTITUTE INC",167463.96
"Office of Procurement and Property Management","ROC IMPLEMENTATION & MANAGEMENT GROUP INC",150000
"Office of Procurement and Property Management","ENG SOLUTIONS INC",129064.32
"Office of Special Counsel","PROCENTRIX INC",407750
"Office of Special Counsel","GOVCONNECTION INC",347939.73
"Office of Special Counsel","PLANET TECHNOLOGIES INC",259425.38
"Office of Special Counsel","MIDTOWN PERSONNEL INC",206606
"Office of Special Counsel","COSOLUTIONS EIS JV",108168
"Office of Special Counsel","COPPER RIVER INFORMATION TECHNOLOGY LLC",62418.91
"Office of Special Counsel","WEST PUBLISHING CORPORATION",56934.39
"Office of Special Counsel","ADVANCED DIGITAL SOLUTIONS INTERNATIONAL",56000.98
"Office of Special Counsel","NEW TECH SOLUTIONS INC",44258.9
"Office of Special Counsel","AITHERAS LLC",35607.92
"Office of Surface Mining, Reclamation and Enforcement","ARMSTRONG DRILLING INC",700785
"Office of Surface Mining, Reclamation and Enforcement","HART CROWSER INC",616050
"Office of Surface Mining, Reclamation and Enforcement","MIND YOUR BUSINESS INC",503832.2
"Office of Surface Mining, Reclamation and Enforcement","LYME COMPUTER SYSTEMS INC",396267.77
"Office of Surface Mining, Reclamation and Enforcement","ALVAREZ LLC",364993.73
"Office of Surface Mining, Reclamation and Enforcement","CELLCO PARTNERSHIP",274736.4
"Office of Surface Mining, Reclamation and Enforcement","SHI INTERNATIONAL CORP",230933.02
"Office of Surface Mining, Reclamation and Enforcement","ARISANT LLC",221000
"Office of Surface Mining, Reclamation and Enforcement","TECHNOLOGY BLUE INC",168675.29
"Office of Surface Mining, Reclamation and Enforcement","BLUE TECH INC",157605.64
"Office of Workers Compensation Program","AQIWO INC",697489.53
"Office of Workers Compensation Program","HARPER RAINS KNIGHT & COMPANY PA",575806.08
"Office of Workers Compensation Program","ASRC AEROSPACE CORP",537433.97
"Office of Workers Compensation Program","TALU LLC",411236.65
"Office of Workers Compensation Program","SAVVEE CONSULTING INC",343724.8
"Office of Workers Compensation Program","MIDNIGHT SUN TECHNOLOGIES LLC",313268.36
"Office of Workers Compensation Program","VERDI CONSULTING INC",263828.53
"Office of Workers Compensation Program","YORK STENOGRAPHIC SERVICES INC",199683.75
"Office of Workers Compensation Program","CENTER FOR CONSTRUCTION RESEARCH AND TRAINING",188900.71
"Office of Workers Compensation Program","SIDEM LLC",182938.68
"Office of the Administrator","CASK TECHNOLOGIES LLC",975000
"Office of the Administrator","COMMUNICATION INSTITUTE INTERNATIONAL INC",399714.84
"Office of the Administrator","MANAGEMENT SOLUTIONS CONSULTING GROUP INC",107551
"Office of the Administrator","WASHINGTON CENTER FOR INTERNSHIPS AND ACADEMIC SEMINARS THE",73269.12
"Office of the Administrator","BUREAU OF NATIONAL AFFAIRS INC THE",72900
"Office of the Administrator","MICROPACT FEDERAL LLC",32003.63
"Office of the Administrator","LANGUAGE DOCTORS INC THE",26398.3
"Office of the Administrator","HOLLOWELL FOSTER & HERRING PC",15611
"Office of the Administrator","MIRACLE SYSTEMS LLC",-100029.98
"Office of the Assistant Secretary for Administration","LOGISTICS SYSTEMS INCORPORATED",999955.38
"Office of the Assistant Secretary for Administration","TOTAL NETWORKS INCORPORATED",999074.17
"Office of the Assistant Secretary for Administration","BRUNSWICK BCT GROUP THE",996268.8
"Office of the Assistant Secretary for Administration","SOFT TECH CONSULTING INC",991037.69
"Office of the Assistant Secretary for Administration","EASTERN RESEARCH GROUP INC",986546
"Office of the Assistant Secretary for Administration","CREATIVE CORRECTIONS LLC",983517.49
"Office of the Assistant Secretary for Administration","WEBFIRST INC",942620.93
"Office of the Assistant Secretary for Administration","CLIFTONLARSONALLEN LLP",932723.3
"Office of the Assistant Secretary for Administration","SANOFI PASTEUR INC",930679.78
"Office of the Assistant Secretary for Administration","SIDEM LLC",927891.75
"Office of the Assistant Secretary for Administration and Management","BUSINESS INTEGRA TECHNOLOGY SOLUTIONS INC",971631.6
"Office of the Assistant Secretary for Administration and Management","AQUATE II LLC",965128
"Office of the Assistant Secretary for Administration and Management","DLT SOLUTIONS LLC",955843.08
"Office of the Assistant Secretary for Administration and Management","GOVSMART INC",904572.79
